id,title,course_level,department_name
PHILOS164,Well-Being,Upper Division (100-199),Philosophy
PHILOS165,Philosophy of Action,Upper Division (100-199),Philosophy
PHILOS201,First-Year Seminar,Graduate/Professional Only (200+),Philosophy
PHILOS232,Topics in Political and Social Philosophy,Graduate/Professional Only (200+),Philosophy
PHILOS241,Topics in Philosophy of Physics,Graduate/Professional Only (200+),Philosophy
PHMD203C,Pharmacotherapy - Principles to Practice III: Cardiovascular and Respiratory Systems,Graduate/Professional Only (200+),Pharmacy
PHMD203H,Pharmacotherapy - Principles to Practice VIII: Special Population and Nutritional Disorders,Graduate/Professional Only (200+),Pharmacy
PHMD205C,Molecular Basis of Health and Disease III: Clinical Chemistry,Graduate/Professional Only (200+),Pharmacy
PHMD211,Principles of Public Health,Graduate/Professional Only (200+),Pharmacy
PHRMSCI120L,Human Physiology Lab,Upper Division (100-199),Pharmaceutical Sciences
PHRMSCI170A,Molecular Pharmacology I,Upper Division (100-199),Pharmaceutical Sciences
PHYSCI139W,Technical Writing and Communication Skills,Upper Division (100-199),Physical Science
PHYSICS100,Computational Methods,Upper Division (100-199),Physics
PHYSICS15,Physics of Music,Lower Division (1-99),Physics
PHYSICS213B,Electromagnetic Theory,Graduate/Professional Only (200+),Physics
PHYSICS223,Machine Learning and Statistics,Graduate/Professional Only (200+),Physics
PHYSICS230A,Biophysics of Molecules and Molecular Machines,Graduate/Professional Only (200+),Physics
PHYSICS238C,Condensed Matter Physics,Graduate/Professional Only (200+),Physics
PHYSICS241C,Extragalactic Astrophysics,Graduate/Professional Only (200+),Physics
PHYSIO201,Introduction to Physiology Research,Graduate/Professional Only (200+),Physiology and Biophysics
POLSCI124B,Latinos in U.S. Politics,Upper Division (100-199),Political Science
POLSCI124E,African American Politics,Upper Division (100-199),Political Science
POLSCI135A,Origins of Liberalism,Upper Division (100-199),Political Science
POLSCI138DW,The Moral Life During War,Upper Division (100-199),Political Science
POLSCI147D,International Organizations,Upper Division (100-199),Political Science
POLSCI154KW,US Government in Comparative Perspective,Upper Division (100-199),Political Science
POLSCI222B,Public Opinion,Graduate/Professional Only (200+),Political Science
POLSCI299,Independent Study,Graduate/Professional Only (200+),Political Science
PSCI116D,Human Development and Cross-Cultural Perspectives,Upper Division (100-199),Psychological Science
PSCI11B,Psychology Fundamentals,Lower Division (1-99),Psychological Science
PSCI153C,Developmental Psychopathology,Upper Division (100-199),Psychological Science
PSCI155C,Child Therapies,Upper Division (100-199),Psychological Science
PSCI193F,Family Law,Upper Division (100-199),Psychological Science
PSCIP219,Forensic Neuropsychology,Graduate/Professional Only (200+),Psychological Science
PSCIP226,Emotion in Psychology,Graduate/Professional Only (200+),Psychological Science
PSCIP252,Law and Behavior: Compliance and Enforcement,Graduate/Professional Only (200+),Psychological Science
PSCIP264,Intensive Writing Workshop,Graduate/Professional Only (200+),Psychological Science
PSCIP284,Health and Emotion,Graduate/Professional Only (200+),Psychological Science
PSCIP289,The Teaching of Psychology,Graduate/Professional Only (200+),Psychological Science
PSCIP292,Research in Psychopathology and Behavior Disorder,Graduate/Professional Only (200+),Psychological Science
PSYCH159,Special Topics in Language,Upper Division (100-199),Psychology
PSYCH160D,Brain Disorders and Behavior,Upper Division (100-199),Psychology
PSYCH89,Special Topics in Lower-Division Psychology,Lower Division (1-99),Psychology
PSYCHH111C,Honors Research in Experimental Psychology,Upper Division (100-199),Psychology
PUBHLTH129,Public Health Administration,Upper Division (100-199),Public Health
PUBHLTH189,Special Topics in Infectious Diseases,Upper Division (100-199),Public Health
PUBHLTH195W,Public Health Practicum and Culminating Experience,Upper Division (100-199),Public Health
PUBHLTH196C,Clinical and Translational Research Preparatory III - Community-Based Research and Evaluation III,Upper Division (100-199),Public Health
PUBHLTH204B,Biostatistics II: Intermediate Statistical Methods,Graduate/Professional Only (200+),Public Health
PUBHLTH242,Theories of Health Communication,Graduate/Professional Only (200+),Public Health
PUBHLTH269,"Air Pollution, Climate, and Health",Graduate/Professional Only (200+),Public Health
PUBHLTH277A,Target Organ Toxicology I,Graduate/Professional Only (200+),Public Health
PUBHLTH289,Special Topics in Global Health and Disease Prevention,Graduate/Professional Only (200+),Public Health
RELSTD399,University Teaching,Graduate/Professional Only (200+),Religious Studies
RELSTD90,Aspects of Religion,Lower Division (1-99),Religious Studies
SOCECOL183A,Global and International Studies Forum,Upper Division (100-199),Social Ecology
SOCECOL264B,Data Analysis,Graduate/Professional Only (200+),Social Ecology
SOCECOL299,Independent Study,Graduate/Professional Only (200+),Social Ecology
SOCIOL144,"Politics, Power, and Society",Upper Division (100-199),Sociology
SOCIOL159,Special Topics: Social Institutions and Culture,Upper Division (100-199),Sociology
SOCIOL170B,U.S. War on Terrorism,Upper Division (100-199),Sociology
SOCIOL180A,Sociology Majors Seminar,Upper Division (100-199),Sociology
SOCIOL232,Inequality,Graduate/Professional Only (200+),Sociology
PHRMSCI256,Experimental Design for Pharmacologists,Graduate/Professional Only (200+),Pharmaceutical Sciences
PHYSICS112B,Electromagnetic Theory,Upper Division (100-199),Physics
PHYSICS125B,Mathematical Physics,Upper Division (100-199),Physics
PHYSICS146A,Biophysics of Molecules and Molecular Machines,Upper Division (100-199),Physics
PHYSICS146B,Biophysics of Molecules and Molecular Machines,Upper Division (100-199),Physics
PHYSICS18,How Things Work,Lower Division (1-99),Physics
PHYSICS2,Introduction to Mathematical Methods for Physics,Lower Division (1-99),Physics
PHYSICS21,Special Topics in Physics,Lower Division (1-99),Physics
PHYSICS229A,Computational Methods,Graduate/Professional Only (200+),Physics
PHYSICS234A,Elementary Particle Physics,Graduate/Professional Only (200+),Physics
PHYSICS263A,Seminar in Particle Physics,Graduate/Professional Only (200+),Physics
PHYSICS296,Theoretical Research,Graduate/Professional Only (200+),Physics
PHYSICS52C,Fundamentals of Experimental Physics,Lower Division (1-99),Physics
PHYSICSH80,Impact of World War I on Science,Lower Division (1-99),Physics
PHYSIO215,Integrative Immunology,Graduate/Professional Only (200+),Physiology and Biophysics
PHYSIO232,The Physiology of Ion Channels,Graduate/Professional Only (200+),Physiology and Biophysics
POLSCI10C,Probability and Statistics in Political Science III,Lower Division (1-99),Political Science
POLSCI11A,Introduction to Political Science: Political Analysis,Lower Division (1-99),Political Science
POLSCI143G,Homeland Security,Upper Division (100-199),Political Science
POLSCI146B,Religion and World Politics,Upper Division (100-199),Political Science
POLSCI153B,Canadian Politics,Upper Division (100-199),Political Science
POLSCI171CW,Comparative Constitutional Politics,Upper Division (100-199),Political Science
POLSCI209A,Study of Democracy Colloquium,Graduate/Professional Only (200+),Political Science
POLSCI210,Colloquium,Graduate/Professional Only (200+),Political Science
POLSCI273A,Advanced Qualitative Methods: Analyzing Qualitative Data,Graduate/Professional Only (200+),Political Science
POLSCI285A,Introduction to Political Psychology I,Graduate/Professional Only (200+),Political Science
PORTUG121,Topics in Luso-Brazilian Literature,Upper Division (100-199),Portuguese
PSCI156C,Forensic Psychology: Advanced Seminar,Upper Division (100-199),Psychological Science
PSCI171S,Environmental Psychology,Upper Division (100-199),Psychological Science
PSCI173S,Social Relationships,Upper Division (100-199),Psychological Science
PSCI185S,Industrial-Organizational Psychology,Upper Division (100-199),Psychological Science
PSCI192B,The Science and Practice of Compassion,Upper Division (100-199),Psychological Science
PSCI192S,Health and the Latino Paradox,Upper Division (100-199),Psychological Science
PSCIC204,Practicum in Clinical Psychology,Graduate/Professional Only (200+),Psychological Science
PSCIP209A,Applied Psychological Research,Graduate/Professional Only (200+),Psychological Science
PSCIP275,Special Topics in Psychological Science,Graduate/Professional Only (200+),Psychological Science
PSYCH10C,Statistical Models,Lower Division (1-99),Psychology
PSYCH112R,Cognitive Robotics,Upper Division (100-199),Psychology
PSYCH121M,Theories of Motivation,Upper Division (100-199),Psychology
PSYCH143P,Human Problem Solving,Upper Division (100-199),Psychology
PSYCH179,Special Topics in Interdisciplinary Studies,Upper Division (100-199),Psychology
PSYCH78A,Self-Identity and Society,Lower Division (1-99),Psychology
PUBHLTH102,Social Epidemiology,Upper Division (100-199),Public Health
PUBHLTH106,Project in Health Informatics,Upper Division (100-199),Public Health
PUBHLTH177,Global Health Policy and Diplomacy,Upper Division (100-199),Public Health
PUBHLTH211B,Latinos/Latinas and Medical Care: Contemporary Issues,Graduate/Professional Only (200+),Public Health
PUBHLTH222,Health Policy and Management,Graduate/Professional Only (200+),Public Health
PUBHLTH292,Ethics and Responsible Conduct of Research in Public Health,Graduate/Professional Only (200+),Public Health
PUBHLTH91,Disparities in Health Care,Lower Division (1-99),Public Health
PUBHLTHH192A,Public Health Honors Seminar and Thesis I,Upper Division (100-199),Public Health
ROTC132,Adaptive Team Leadership II,Upper Division (100-199),Reserve Officers' Training Corps
ROTC141,Leadership III,Upper Division (100-199),Reserve Officers' Training Corps
RUSSIAN2B,Intermediate Russian,Lower Division (1-99),Russian
SOCECOL1,Introduction to Social Ecology,Lower Division (1-99),Social Ecology
SOCECOL186B,Senior Seminar on Global Sustainability II,Upper Division (100-199),Social Ecology
SOCIOL139,Special Topics: Social Psychology,Upper Division (100-199),Sociology
SOCIOL149,Special Topics: Structures,Upper Division (100-199),Sociology
SOCIOL155BW,Baseball and Society,Upper Division (100-199),Sociology
SOCIOL198,Directed Group Study,Upper Division (100-199),Sociology
SOCIOL199,Independent Study,Upper Division (100-199),Sociology
SOCIOL282,Theorizing Illegality and the Experiences of Undocumented Immigrants,Graduate/Professional Only (200+),Sociology
SOCIOL299,Independent Study,Graduate/Professional Only (200+),Sociology
SOCIOL68,Gender and Race Inequality in the Workplace,Lower Division (1-99),Sociology
PHRMSCI275,Drug Discovery Computing Techniques,Graduate/Professional Only (200+),Pharmaceutical Sciences
PHRMSCI277,Medicinal Chemistry,Graduate/Professional Only (200+),Pharmaceutical Sciences
PHRMSCI3,Professional Development and Careers in the Pharmaceutical Sciences,Lower Division (1-99),Pharmaceutical Sciences
PHYSCI80,Skills Development,Lower Division (1-99),Physical Science
PHYSICS194,Research Communication for Physics Majors,Upper Division (100-199),Physics
PHYSICS214C,Many Body Theory,Graduate/Professional Only (200+),Physics
PHYSICS240A,Galactic Astrophysics,Graduate/Professional Only (200+),Physics
PHYSICS265A,Seminar in Astrophysics,Graduate/Professional Only (200+),Physics
PHYSICS60,Thermal Physics,Lower Division (1-99),Physics
PHYSICS61A,Modern Physics for Majors,Lower Division (1-99),Physics
PHYSICS7D,Classical Physics,Lower Division (1-99),Physics
PHYSICSH196A,Honors Thesis in Physics I,Upper Division (100-199),Physics
PHYSIO204,Concepts of Biophysics,Graduate/Professional Only (200+),Physiology and Biophysics
POLSCI122B,California Politics,Upper Division (100-199),Political Science
POLSCI126C,U.S. Immigration Policy,Upper Division (100-199),Political Science
POLSCI141B,International Political Economy,Upper Division (100-199),Political Science
POLSCI156A,Political Participation,Upper Division (100-199),Political Science
POLSCI172A,International Law,Upper Division (100-199),Political Science
POLSCI210A,Colloquium,Graduate/Professional Only (200+),Political Science
POLSCI212A,Public Opinion,Graduate/Professional Only (200+),Political Science
POLSCI229,Special Topics in American Politics,Graduate/Professional Only (200+),Political Science
POLSCI31A,Introduction to Political Theory,Lower Division (1-99),Political Science
PSCI100,Special Topics in Social Behavior,Upper Division (100-199),Psychological Science
PSCI187S,Psychology of Inequality,Upper Division (100-199),Psychological Science
PSCI192Q,Chicano/Latino Social Psychology,Upper Division (100-199),Psychological Science
PSCIC200,Evidence-Based Treatments,Graduate/Professional Only (200+),Psychological Science
PSCIP218,Infancy,Graduate/Professional Only (200+),Psychological Science
PSCIP246,Affective Neuroscience,Graduate/Professional Only (200+),Psychological Science
PSCIP251,Clinical Interviewing and Treatment in a Forensic Setting,Graduate/Professional Only (200+),Psychological Science
PSCIP268,Coping with Stressful Life Events,Graduate/Professional Only (200+),Psychological Science
PSCIP294C,Research Directions in Psychological Science III,Graduate/Professional Only (200+),Psychological Science
PSYCH111BW,Honors Advanced Experimental Psychology,Upper Division (100-199),Psychology
PSYCH112LB,Advanced Experimental Psychology Laboratory,Upper Division (100-199),Psychology
PSYCH112LR,Cognitive Robotics Laboratory,Upper Division (100-199),Psychology
PSYCH122P,Clinical Psychophysiology,Upper Division (100-199),Psychology
PSYCH123P,Topics in Philosophy of Psychology,Upper Division (100-199),Psychology
PSYCH135M,The Mind/Body Problem,Upper Division (100-199),Psychology
PSYCH146MW,Writing about Memory,Upper Division (100-199),Psychology
PSYCH160H,History of Cognitive Neuroscience,Upper Division (100-199),Psychology
PSYCH161,Language and the Brain,Upper Division (100-199),Psychology
PSYCH174H,Chicano/Latino Families,Upper Division (100-199),Psychology
PSYCH199,Independent Study,Upper Division (100-199),Psychology
PSYCH231P,Topics in Philosophy of Psychology,Graduate/Professional Only (200+),Psychology
PSYCH56L,Acquisition of Language,Lower Division (1-99),Psychology
PUBHLTH120,Nutrition and Global Health,Upper Division (100-199),Public Health
PUBHLTH138,Tobacco Control Policy,Upper Division (100-199),Public Health
PUBHLTH179,Special Topics in Environmental and Global Health Science,Upper Division (100-199),Public Health
